User_ID,Age,Gender,Daily_Usage_Hours,Weekly_Usage_Hours,Platform,Engagement_Level,Addiction_Score,Usage_Type,Device_Used,Content_Type,Posts_Per_Week,Likes_Per_Week,Shares_Per_Week,Comments_Per_Week,Mental_Health_Impact,Geographic_Region,Account_Age_Years,Followers_Count,Followed_Accounts,Time_of_Day,Internet_Type,Battery_Usage_Per_Day,Sleep_Hours
3578,15,Other,1.81,48.17,Instagram,High,8.9,Passive,PC,Mixed,19,121,41,23,Positive,South America,13,7582,521,Morning,WiFi,78.03,7.2
3579,51,Other,0.95,9.05,TikTok,Low,5.2,Active,Tablet,Text,26,44,34,123,Negative,Africa,11,9599,1074,Morning,WiFi,60.21,6.6
3580,34,Male,4.2,48.49,TikTok,High,7.8,Passive,Tablet,Image,22,160,10,144,Negative,Africa,11,8141,1758,Evening,Broadband,24.38,9.8
3581,43,Male,4.4,16.53,Facebook,High,2.8,Active,Tablet,Mixed,7,391,91,22,Positive,Africa,4,8486,1049,Night,WiFi,87.58,3.4
3582,35,Male,4.09,8.53,Twitter,Low,9.4,Passive,Tablet,Image,10,458,8,169,Neutral,Europe,3,5157,1473,Afternoon,WiFi,21.35,8.8
3583,44,Other,9.22,39.78,TikTok,Medium,6.6,Passive,PC,Text,15,477,18,33,Negative,Africa,9,6243,575,Evening,WiFi,19.77,5.0
3584,43,Female,4.94,30.39,Instagram,High,7.1,Active,PC,Image,18,84,88,98,Neutral,Africa,13,449,1046,Afternoon,Mobile Data,66.93,5.1
3585,49,Other,5.22,17.33,Instagram,Medium,8.8,Passive,PC,Text,17,147,52,95,Positive,Asia,7,6382,542,Morning,Broadband,99.94,5.4
3586,28,Male,5.54,30.76,Instagram,Low,8.6,Passive,Smartphone,Mixed,5,132,43,167,Positive,North America,12,2679,651,Evening,WiFi,13.13,5.8
3587,34,Female,6.22,51.11,TikTok,Low,9.7,Active,PC,Image,27,312,76,124,Positive,South America,3,4785,284,Night,WiFi,40.6,6.8
3588,41,Other,8.92,46.41,Facebook,Medium,4.4,Active,Smartphone,Mixed,5,283,1,60,Neutral,North America,2,1548,1019,Afternoon,WiFi,97.18,3.8
3589,60,Male,5.97,36.14,TikTok,Low,5.6,Passive,PC,Image,1,423,82,33,Positive,North America,7,2772,1874,Afternoon,WiFi,92.27,3.4
3590,22,Male,4.53,46.28,TikTok,Medium,4.6,Passive,Tablet,Text,20,349,62,145,Negative,Africa,1,9765,1548,Afternoon,WiFi,38.7,7.6
3591,57,Female,4.61,43.44,Facebook,Medium,3.6,Active,Tablet,Text,22,77,40,173,Neutral,Europe,8,9484,265,Afternoon,WiFi,88.78,9.4
3592,17,Female,8.62,4.88,TikTok,Low,3.4,Active,PC,Mixed,1,275,36,31,Positive,North America,3,1185,1462,Evening,Mobile Data,37.94,3.1
3593,15,Female,4.5,36.77,TikTok,Low,6.8,Active,PC,Text,21,355,76,138,Negative,Africa,4,3617,1639,Night,Broadband,10.33,6.9
3594,56,Other,9.77,39.34,Snapchat,Medium,2.7,Active,PC,Video,0,137,75,46,Positive,Europe,13,3682,1424,Night,Mobile Data,90.46,3.0
3595,61,Male,4.26,24.07,Twitter,Low,8.4,Active,PC,Text,13,282,34,50,Positive,Africa,6,6553,1563,Evening,WiFi,26.04,7.9
3596,52,Other,8.75,48.82,Snapchat,High,4.7,Active,Smartphone,Image,25,430,35,133,Positive,South America,4,3210,682,Morning,WiFi,12.52,7.2
3597,60,Other,3.26,35.08,Facebook,High,3.6,Passive,Smartphone,Mixed,8,370,84,25,Negative,South America,2,5070,772,Morning,WiFi,39.33,4.6
3598,31,Other,2.22,53.65,Twitter,Low,8.6,Passive,Tablet,Video,15,72,30,161,Negative,Africa,13,2588,1597,Evening,Mobile Data,13.14,4.1
3599,61,Other,6.08,64.28,Snapchat,Low,8.9,Active,Smartphone,Text,28,228,35,3,Positive,North America,11,9041,53,Evening,WiFi,37.3,4.0
3600,39,Female,3.19,56.74,Instagram,High,9.1,Passive,Smartphone,Mixed,14,357,1,28,Positive,Europe,4,8635,1842,Morning,WiFi,99.19,6.4
3601,42,Other,8.84,8.95,Facebook,Low,1.2,Active,PC,Mixed,1,230,56,8,Neutral,Asia,9,2258,834,Morning,Mobile Data,87.22,4.0
3602,26,Other,5.05,41.95,Twitter,Low,2.6,Active,PC,Video,13,143,13,47,Negative,Europe,2,59,1526,Morning,Mobile Data,97.27,7.8
3603,22,Female,5.65,49.24,Twitter,Low,5.9,Passive,Smartphone,Mixed,11,339,93,134,Negative,North America,13,5449,535,Morning,WiFi,16.89,7.2
3604,36,Female,3.07,55.74,Twitter,Medium,3.5,Passive,Tablet,Mixed,6,438,53,94,Positive,South America,13,3259,608,Morning,Broadband,58.25,3.8
3605,39,Female,2.49,67.03,TikTok,Medium,5.0,Active,Smartphone,Image,18,456,50,155,Negative,Asia,12,471,321,Evening,Mobile Data,76.42,6.9
3606,49,Female,1.95,18.85,Twitter,Medium,8.7,Active,PC,Video,21,490,68,156,Negative,Africa,14,2241,786,Morning,WiFi,84.59,9.7
3607,21,Male,2.16,42.16,Instagram,Medium,3.7,Passive,Tablet,Video,25,490,28,119,Positive,North America,1,6220,590,Evening,Broadband,52.94,3.4
3608,40,Male,0.96,46.35,TikTok,High,3.3,Passive,PC,Text,4,391,44,135,Negative,North America,9,4914,658,Morning,Mobile Data,35.21,9.2
3609,27,Female,9.93,64.76,Instagram,Medium,6.7,Active,PC,Image,15,199,99,100,Positive,Asia,7,4822,1399,Evening,Mobile Data,31.38,5.4
3610,36,Other,5.8,4.81,Snapchat,Medium,1.0,Passive,Tablet,Image,20,478,12,34,Negative,Asia,1,7338,470,Morning,WiFi,30.13,4.0
3611,60,Male,5.36,20.23,Twitter,Low,6.8,Passive,Tablet,Video,27,351,6,73,Neutral,South America,5,907,1316,Morning,WiFi,33.47,4.2
3612,21,Other,6.77,4.52,Snapchat,High,4.5,Active,Smartphone,Mixed,29,213,51,95,Negative,Africa,6,3925,1531,Evening,Mobile Data,47.59,9.7
3613,50,Other,4.02,34.04,TikTok,Low,3.0,Active,Tablet,Image,29,336,18,117,Neutral,Africa,10,9278,1767,Morning,Broadband,31.35,3.1
3614,54,Female,8.66,25.2,Facebook,High,9.9,Active,Tablet,Image,20,125,43,37,Neutral,Europe,1,7492,1384,Evening,Broadband,80.88,3.8
3615,38,Male,5.07,34.3,Snapchat,Medium,3.2,Passive,Tablet,Image,29,343,99,7,Negative,South America,13,389,1365,Night,Mobile Data,66.79,3.5
3616,43,Female,3.72,41.95,TikTok,Medium,7.4,Active,PC,Video,21,481,83,157,Positive,Asia,2,8320,1350,Afternoon,Broadband,10.79,6.9
3617,52,Male,6.83,21.39,TikTok,High,2.9,Passive,PC,Text,10,62,50,120,Positive,North America,10,4743,1829,Evening,WiFi,95.85,8.5
3618,62,Other,8.29,66.19,Twitter,Low,8.9,Passive,Tablet,Image,24,36,15,14,Negative,Europe,12,682,1311,Evening,WiFi,77.24,5.8
3619,18,Male,5.7,61.66,TikTok,High,6.1,Passive,Tablet,Image,7,356,51,73,Neutral,South America,8,1004,364,Evening,WiFi,80.59,3.2
3620,46,Male,5.1,30.05,Instagram,High,5.8,Active,PC,Image,24,107,10,15,Positive,Africa,5,6777,494,Evening,WiFi,75.71,4.3
3621,23,Other,3.65,12.89,Instagram,Low,9.3,Passive,Tablet,Image,17,254,76,50,Neutral,Asia,14,3496,1102,Afternoon,WiFi,60.97,7.4
3622,32,Female,1.08,65.18,Twitter,Low,9.5,Active,Tablet,Video,15,443,67,14,Negative,Europe,4,7667,553,Afternoon,Broadband,55.61,3.7
3623,58,Female,4.31,16.37,Instagram,Medium,3.3,Passive,Smartphone,Text,25,86,6,33,Neutral,South America,7,1579,947,Morning,Broadband,7.15,4.8
3624,42,Other,1.96,20.97,TikTok,Low,4.6,Active,Smartphone,Text,10,41,97,12,Positive,South America,6,5967,858,Evening,Broadband,83.79,8.6
3625,50,Other,6.21,10.73,Instagram,Medium,3.8,Active,PC,Image,1,413,0,141,Negative,Asia,14,8334,1463,Night,Mobile Data,68.83,4.9
3626,53,Female,8.89,34.71,Facebook,Low,9.6,Passive,Smartphone,Text,13,16,44,25,Neutral,Europe,5,8717,180,Morning,Broadband,15.38,6.1
3627,38,Male,4.33,51.51,TikTok,Low,7.8,Passive,Tablet,Text,29,205,41,2,Negative,South America,5,9892,1738,Evening,WiFi,76.31,7.2
3628,28,Female,4.95,16.04,Snapchat,Low,3.0,Active,Tablet,Video,20,174,81,165,Negative,South America,13,2078,1943,Afternoon,WiFi,91.28,9.5
3629,25,Male,1.05,46.19,Instagram,Low,7.1,Active,PC,Mixed,9,297,12,170,Neutral,South America,3,3117,339,Evening,Broadband,91.71,8.2
3630,55,Male,6.42,57.03,Snapchat,High,9.2,Passive,Tablet,Text,17,234,14,119,Negative,Asia,6,3238,1226,Night,Broadband,40.6,5.4
3631,46,Other,2.41,15.05,Facebook,Low,5.8,Passive,Tablet,Image,22,454,70,143,Neutral,Europe,6,2039,1269,Morning,Mobile Data,8.35,7.9
3632,13,Other,8.01,57.45,Snapchat,Medium,2.8,Active,Smartphone,Image,2,332,72,16,Neutral,Europe,4,7049,907,Night,Broadband,59.46,8.3
3633,13,Other,3.72,51.63,Facebook,Medium,3.8,Passive,PC,Image,14,474,67,182,Negative,South America,11,6887,1841,Morning,Mobile Data,17.41,5.4
3634,62,Other,1.25,10.88,Twitter,Low,9.5,Passive,PC,Image,18,140,24,152,Neutral,Europe,12,5012,1034,Afternoon,Broadband,60.1,8.5
3635,50,Other,2.48,66.45,Instagram,High,6.3,Active,Tablet,Image,6,484,32,112,Positive,South America,8,4633,1387,Morning,Broadband,80.51,7.6
3636,53,Female,3.48,53.81,Instagram,Low,6.7,Active,PC,Text,5,160,42,152,Positive,Africa,10,4326,994,Night,Broadband,9.21,7.9
3637,18,Male,2.53,53.7,Snapchat,Low,5.2,Active,PC,Text,10,428,38,27,Neutral,Africa,6,621,1080,Afternoon,Mobile Data,15.11,5.5
3638,63,Other,7.3,33.93,Facebook,Medium,2.9,Active,PC,Text,27,240,45,22,Positive,North America,6,3843,1029,Morning,Mobile Data,48.22,8.5
3639,60,Female,9.64,5.45,Instagram,High,7.9,Active,PC,Video,7,302,26,168,Negative,South America,2,2411,175,Afternoon,Broadband,19.69,6.1
3640,31,Male,3.58,12.29,Twitter,Low,7.0,Passive,PC,Mixed,3,309,99,181,Negative,Europe,12,3797,460,Morning,Mobile Data,23.23,7.7
3641,50,Other,9.08,49.99,Twitter,High,8.2,Passive,PC,Video,17,336,45,33,Positive,Europe,2,257,1742,Morning,WiFi,51.59,8.8
3642,17,Male,7.42,37.02,Facebook,Low,7.8,Passive,PC,Mixed,3,74,43,79,Positive,South America,8,8037,1295,Morning,Mobile Data,10.7,3.1
3643,16,Female,2.21,16.92,Twitter,High,2.0,Passive,Tablet,Image,8,433,16,123,Negative,Africa,3,1555,1132,Afternoon,Mobile Data,32.11,9.3
3644,15,Female,4.81,35.08,Twitter,High,5.7,Passive,Tablet,Video,28,309,5,182,Positive,Africa,9,4996,187,Afternoon,Broadband,82.26,8.5
3645,56,Male,8.14,12.52,TikTok,High,6.3,Passive,PC,Mixed,27,448,21,145,Positive,South America,13,986,1357,Night,WiFi,53.6,5.3
3646,23,Female,7.35,13.53,Instagram,High,2.4,Active,PC,Text,17,338,67,180,Neutral,Europe,12,6544,1015,Night,Broadband,61.66,4.8
3647,18,Female,1.89,41.43,TikTok,High,8.3,Passive,Tablet,Mixed,17,304,28,18,Negative,Asia,7,764,1086,Evening,Mobile Data,47.41,7.3
3648,14,Other,1.41,9.47,Snapchat,Low,3.8,Active,Tablet,Mixed,27,285,45,135,Negative,Europe,10,701,289,Afternoon,WiFi,89.14,6.8
3649,30,Female,9.41,42.06,Snapchat,High,4.1,Active,PC,Mixed,23,332,56,103,Negative,South America,6,4592,854,Night,Mobile Data,90.88,5.9
3650,57,Other,0.85,59.84,TikTok,High,2.7,Passive,PC,Text,9,424,57,193,Neutral,Europe,6,7111,886,Evening,WiFi,9.6,6.2
3651,54,Male,6.36,24.31,Twitter,High,7.6,Active,Tablet,Image,9,94,94,161,Negative,South America,2,79,1205,Evening,WiFi,59.41,7.8
3652,63,Male,4.89,8.03,Instagram,Medium,2.6,Passive,PC,Text,10,308,82,128,Neutral,North America,10,8787,1323,Afternoon,Broadband,87.06,4.6
3653,61,Male,2.06,12.76,TikTok,Medium,9.7,Passive,Tablet,Image,1,337,16,156,Negative,Africa,12,9366,1883,Morning,Broadband,71.65,9.8
3654,17,Male,4.14,66.95,Instagram,Low,2.0,Active,Tablet,Image,28,40,24,151,Negative,Asia,12,1063,67,Evening,Mobile Data,92.55,6.0
3655,63,Female,3.05,47.78,Instagram,Low,6.4,Passive,Tablet,Mixed,15,23,54,80,Neutral,Africa,7,1008,1058,Morning,WiFi,19.06,9.8
3656,27,Female,5.17,57.88,TikTok,Low,5.1,Active,PC,Mixed,3,482,7,14,Neutral,North America,8,1106,1063,Morning,Mobile Data,5.85,5.6
3657,51,Female,0.85,43.6,Twitter,Medium,3.3,Active,PC,Text,24,281,69,47,Neutral,Europe,2,5041,1396,Morning,Mobile Data,28.72,6.0
3658,23,Other,5.26,8.05,Facebook,Medium,1.7,Active,Smartphone,Image,21,206,27,83,Positive,Europe,2,7942,792,Morning,Mobile Data,99.81,4.2
3659,43,Female,2.83,28.09,Twitter,Low,2.3,Passive,Tablet,Image,14,434,57,103,Negative,North America,7,9344,1798,Morning,Broadband,91.66,5.6
3660,37,Other,4.04,18.66,Snapchat,High,4.5,Passive,PC,Text,13,337,26,152,Neutral,South America,9,7134,1928,Afternoon,Broadband,6.13,9.3
3661,52,Other,4.6,23.6,Facebook,Medium,9.2,Active,PC,Mixed,10,375,10,34,Negative,South America,6,3032,1072,Evening,WiFi,5.97,4.1
3662,13,Other,5.94,27.77,Instagram,High,2.7,Passive,Tablet,Video,25,273,6,80,Negative,Africa,1,3781,1089,Afternoon,Broadband,89.22,5.0
3663,51,Female,0.97,24.86,TikTok,High,6.4,Active,Smartphone,Text,26,124,73,28,Negative,Europe,7,1339,1304,Evening,Mobile Data,63.54,3.5
3664,42,Female,6.19,59.14,TikTok,High,7.1,Active,Tablet,Text,19,362,9,89,Positive,Asia,1,1328,1808,Afternoon,WiFi,99.49,8.4
3665,34,Female,9.91,62.91,TikTok,Medium,5.7,Active,PC,Video,21,368,57,175,Neutral,Asia,12,9653,820,Night,Mobile Data,83.77,6.6
3666,44,Male,9.03,7.55,Snapchat,Low,9.1,Passive,Tablet,Text,12,237,94,118,Neutral,Africa,3,4179,426,Evening,Broadband,39.86,8.6
3667,19,Other,3.18,19.31,Twitter,Medium,2.0,Passive,PC,Mixed,13,251,88,117,Negative,North America,1,4823,1436,Evening,WiFi,34.44,3.5
3668,22,Male,6.39,24.52,TikTok,Medium,7.4,Active,PC,Mixed,26,59,26,128,Negative,South America,12,362,1913,Morning,WiFi,76.55,9.5
3669,28,Female,7.32,69.11,Snapchat,Low,5.9,Passive,Tablet,Text,18,126,60,93,Positive,Africa,13,9970,886,Morning,WiFi,64.84,9.7
3670,45,Female,3.38,4.91,Instagram,Low,9.8,Passive,Smartphone,Mixed,27,88,74,86,Positive,South America,2,1065,1012,Night,WiFi,85.42,8.7
3671,62,Other,4.38,54.05,Instagram,Low,6.3,Passive,Smartphone,Image,10,440,98,107,Positive,North America,7,9254,119,Afternoon,Broadband,10.43,7.4
3672,19,Female,5.53,7.2,Instagram,High,6.7,Active,PC,Image,10,28,72,152,Positive,Africa,8,8271,1189,Afternoon,WiFi,65.16,4.6
3673,45,Female,1.23,62.12,TikTok,High,7.1,Passive,PC,Mixed,19,326,90,17,Neutral,South America,14,2744,614,Evening,Mobile Data,8.17,9.4
3674,42,Other,2.94,5.42,Twitter,High,7.7,Passive,Tablet,Text,24,333,85,180,Neutral,North America,12,8312,1390,Afternoon,Broadband,89.52,8.9
3675,54,Male,0.74,25.08,Twitter,Low,5.0,Active,Smartphone,Video,4,111,47,74,Positive,North America,5,4278,1147,Evening,Broadband,42.31,6.4
3676,42,Male,7.93,18.19,Instagram,Low,4.3,Passive,Smartphone,Image,20,137,75,64,Negative,North America,11,7536,1984,Evening,Mobile Data,78.62,8.6
3677,27,Male,0.73,62.34,TikTok,Medium,9.8,Active,Smartphone,Mixed,7,435,16,88,Positive,Europe,11,1682,1406,Night,Broadband,39.76,7.5
3678,32,Male,7.9,46.61,TikTok,High,9.9,Passive,PC,Mixed,15,414,92,159,Neutral,Africa,9,1954,338,Afternoon,WiFi,96.58,6.0
3679,41,Female,1.81,15.12,Facebook,Low,2.1,Active,PC,Text,3,195,26,143,Negative,Europe,10,1501,521,Morning,WiFi,53.01,7.6
3680,27,Male,9.89,17.66,TikTok,Low,9.7,Passive,Tablet,Mixed,22,355,24,17,Negative,Europe,13,6409,603,Evening,Mobile Data,18.19,7.8
3681,54,Male,3.75,43.24,Facebook,Low,6.4,Passive,Tablet,Image,3,178,4,2,Negative,Europe,13,546,1560,Afternoon,Broadband,95.94,5.4
3682,52,Male,2.52,23.62,Twitter,High,9.4,Active,Tablet,Video,29,85,71,57,Negative,Africa,4,2620,71,Afternoon,Broadband,90.55,4.3
3683,41,Female,1.48,68.22,Snapchat,Medium,5.7,Active,Smartphone,Mixed,4,284,11,121,Negative,Asia,7,1955,1739,Evening,Mobile Data,71.87,4.3
3684,37,Other,4.47,55.38,Facebook,Low,7.5,Passive,Tablet,Mixed,17,221,18,170,Neutral,North America,14,4286,936,Morning,Mobile Data,97.27,9.7
3685,59,Female,2.81,47.81,Instagram,High,7.5,Active,PC,Text,19,143,20,107,Neutral,Asia,8,2398,530,Evening,Broadband,59.95,5.4
3686,38,Other,9.21,6.2,Instagram,High,5.2,Passive,Tablet,Text,8,425,36,111,Negative,South America,13,374,645,Night,Broadband,94.94,9.6
3687,23,Other,0.76,65.77,Twitter,Medium,1.3,Active,PC,Text,13,38,90,41,Neutral,Europe,5,814,597,Night,Broadband,59.13,5.0
3688,18,Female,4.2,48.05,Instagram,High,6.7,Active,PC,Image,5,53,3,77,Neutral,North America,2,2740,649,Night,Broadband,17.0,6.9
3689,28,Male,3.47,59.61,Facebook,High,9.5,Active,Tablet,Image,14,407,44,21,Positive,North America,3,3165,391,Afternoon,WiFi,53.3,5.1
3690,48,Other,6.95,15.94,TikTok,Low,3.8,Passive,Tablet,Image,5,475,95,43,Positive,Africa,11,3627,52,Evening,Mobile Data,6.07,8.9
3691,59,Other,5.46,5.7,Instagram,Low,6.6,Active,PC,Image,22,99,66,30,Neutral,Europe,7,9914,514,Afternoon,Broadband,41.98,9.9
3692,42,Female,2.3,4.62,Facebook,Low,1.7,Active,PC,Text,6,133,81,81,Positive,South America,5,1746,1866,Night,Mobile Data,32.55,4.4
3693,57,Female,6.64,67.11,Facebook,High,1.2,Passive,PC,Mixed,14,237,75,46,Negative,South America,9,1813,1993,Evening,WiFi,21.5,9.2
3694,32,Female,2.58,24.67,Twitter,Medium,4.0,Active,Smartphone,Image,0,83,4,84,Negative,Africa,6,6755,1773,Night,Mobile Data,96.62,5.7
3695,32,Female,5.62,33.91,Facebook,Medium,6.6,Passive,PC,Mixed,16,285,15,14,Neutral,North America,7,543,128,Night,WiFi,54.23,7.9
3696,23,Female,8.72,52.65,Facebook,Medium,3.5,Active,PC,Image,1,7,61,121,Neutral,North America,5,1527,741,Evening,WiFi,87.8,3.4
3697,28,Other,2.8,53.62,Twitter,Medium,2.9,Active,Smartphone,Video,2,231,7,89,Neutral,Africa,6,8212,1800,Night,Mobile Data,16.96,9.7
3698,57,Other,4.06,36.62,Instagram,Low,6.1,Passive,PC,Text,9,431,51,2,Negative,Africa,7,7864,692,Evening,WiFi,7.42,7.5
3699,47,Male,9.65,38.36,Instagram,High,2.9,Active,Smartphone,Mixed,17,469,26,55,Neutral,Africa,3,1784,290,Morning,Mobile Data,68.64,3.1
3700,64,Female,1.36,24.63,Twitter,High,8.4,Passive,Tablet,Mixed,0,413,66,178,Neutral,Asia,4,1723,547,Morning,WiFi,43.97,9.0
3701,25,Other,4.32,65.79,Twitter,Low,2.6,Passive,Smartphone,Mixed,12,470,40,62,Negative,Africa,12,4358,652,Evening,Mobile Data,84.49,8.0
3702,35,Other,4.09,13.11,TikTok,Low,8.7,Active,PC,Mixed,24,325,54,17,Positive,Europe,13,4605,887,Morning,WiFi,20.13,7.9
3703,26,Female,4.78,27.8,Snapchat,Medium,1.5,Active,Smartphone,Video,13,93,72,146,Negative,Africa,9,4111,1716,Morning,Mobile Data,14.06,5.5
3704,62,Other,3.35,17.91,Snapchat,Low,4.9,Active,Smartphone,Text,4,476,65,138,Neutral,North America,11,2583,1853,Evening,Broadband,54.82,3.9
3705,44,Female,7.4,48.77,Instagram,High,8.7,Passive,Smartphone,Image,17,186,53,196,Negative,South America,12,3836,1016,Afternoon,Broadband,72.94,5.3
3706,36,Male,6.62,36.51,Instagram,Medium,9.0,Passive,Smartphone,Image,8,270,7,91,Positive,Asia,2,3924,421,Evening,Mobile Data,48.78,7.6
3707,41,Female,6.7,20.51,Facebook,High,5.6,Active,Tablet,Mixed,21,384,6,134,Neutral,Asia,2,5679,822,Morning,Broadband,44.03,8.2
3708,27,Other,6.69,26.06,TikTok,Medium,3.1,Active,Tablet,Mixed,11,332,1,132,Negative,Africa,9,1056,226,Evening,WiFi,72.63,9.0
3709,56,Male,9.76,18.68,Snapchat,Low,1.7,Passive,PC,Text,1,182,42,177,Negative,North America,5,769,1099,Evening,Mobile Data,29.15,6.2
3710,15,Female,4.38,46.56,Facebook,Low,5.4,Passive,Smartphone,Mixed,1,407,12,46,Positive,Africa,3,4866,1368,Night,Mobile Data,34.22,4.7
3711,53,Female,7.41,5.99,Facebook,Low,1.9,Passive,PC,Video,8,128,93,155,Negative,North America,12,3557,913,Morning,WiFi,46.41,6.5
3712,18,Female,8.48,65.95,Facebook,Medium,9.9,Active,Tablet,Mixed,16,317,32,168,Positive,South America,5,2712,200,Night,WiFi,71.77,3.7
3713,45,Other,9.0,69.01,Instagram,High,6.8,Active,Tablet,Video,7,173,58,121,Negative,South America,14,5305,344,Evening,Mobile Data,63.0,7.7
3714,35,Other,5.53,27.06,Snapchat,Medium,5.0,Active,PC,Video,26,181,52,23,Negative,Asia,12,5148,1200,Evening,Mobile Data,47.08,7.9
3715,55,Other,1.49,69.87,Snapchat,Low,3.1,Passive,Smartphone,Mixed,22,445,5,11,Neutral,South America,5,4260,1610,Night,Mobile Data,64.87,4.6
3716,15,Female,9.82,49.24,Facebook,Medium,9.8,Active,PC,Mixed,5,239,75,73,Positive,Africa,4,3735,81,Evening,Broadband,24.72,6.1
3717,33,Female,7.27,59.67,Twitter,Low,6.8,Passive,Tablet,Video,23,495,3,195,Negative,Asia,7,9924,432,Evening,Mobile Data,56.08,4.6
3718,54,Male,1.17,52.31,Instagram,High,3.8,Passive,Tablet,Video,26,363,19,57,Neutral,Africa,7,8357,1990,Night,WiFi,72.73,6.9
3719,52,Female,6.94,16.98,Instagram,Low,6.7,Passive,PC,Text,7,77,39,49,Negative,Africa,5,8754,1569,Evening,WiFi,46.89,4.8
3720,50,Female,7.42,68.39,Instagram,Low,2.9,Active,Tablet,Text,23,120,16,97,Negative,Europe,12,2073,1880,Afternoon,Mobile Data,73.24,5.5
3721,39,Male,5.16,36.73,Snapchat,Low,7.3,Passive,Tablet,Mixed,9,410,19,128,Positive,North America,8,5098,1934,Morning,WiFi,11.48,4.8
3722,34,Other,4.16,21.32,Snapchat,High,3.2,Active,Smartphone,Video,17,398,54,3,Neutral,Africa,3,9553,480,Morning,Broadband,7.59,6.9
3723,16,Female,4.77,46.86,Twitter,High,1.5,Active,PC,Mixed,13,131,34,100,Positive,Europe,10,3146,278,Evening,Mobile Data,43.44,3.3
3724,41,Other,6.05,9.53,TikTok,High,6.5,Active,PC,Mixed,20,125,56,84,Positive,South America,11,130,1635,Night,Broadband,81.88,6.8
3725,22,Male,3.18,14.5,Snapchat,Low,1.9,Passive,Smartphone,Video,29,226,79,39,Positive,North America,8,2845,419,Evening,Mobile Data,58.92,8.5
3726,14,Other,9.81,44.87,Twitter,Low,6.7,Passive,Tablet,Video,27,416,20,152,Negative,Europe,11,3888,991,Afternoon,WiFi,70.46,3.7
3727,41,Male,8.44,7.43,Instagram,Medium,7.2,Passive,Tablet,Image,27,273,71,153,Negative,South America,3,5647,1362,Morning,WiFi,13.22,4.6
3728,19,Other,4.18,55.38,Twitter,Medium,9.5,Passive,Smartphone,Image,8,266,39,114,Positive,South America,6,4703,959,Morning,Broadband,65.44,6.9
3729,57,Female,4.14,54.03,Twitter,Medium,7.3,Active,PC,Image,1,426,22,160,Neutral,Europe,9,135,228,Night,Broadband,57.73,3.5
3730,60,Male,5.2,50.09,Facebook,Medium,7.4,Passive,Tablet,Image,2,358,91,15,Negative,Europe,5,6721,218,Night,WiFi,34.86,6.4
3731,16,Female,8.45,41.34,Instagram,High,2.0,Passive,Smartphone,Mixed,2,327,16,152,Neutral,South America,6,8854,804,Afternoon,Mobile Data,60.21,5.7
3732,45,Male,9.18,40.74,Snapchat,Low,5.3,Active,Tablet,Video,5,468,9,118,Negative,North America,7,3395,789,Afternoon,Mobile Data,79.92,9.7
3733,42,Male,3.69,28.59,TikTok,Low,5.0,Passive,Smartphone,Mixed,16,384,79,118,Neutral,North America,2,6935,1058,Afternoon,Mobile Data,16.2,6.9
3734,18,Male,2.51,33.67,Twitter,Low,7.4,Active,PC,Text,11,36,89,150,Neutral,North America,3,9451,1036,Night,Broadband,51.71,7.2
3735,25,Male,7.48,6.93,Facebook,Medium,2.7,Passive,PC,Video,22,282,72,98,Neutral,South America,13,7758,1892,Morning,Broadband,74.69,8.7
3736,39,Male,3.61,66.21,Snapchat,Low,5.0,Active,PC,Video,7,386,59,112,Neutral,South America,9,4306,1638,Night,Mobile Data,66.17,10.0
3737,28,Female,7.96,49.9,Snapchat,Low,8.3,Passive,Tablet,Mixed,3,220,14,47,Positive,Europe,1,9387,1538,Evening,Broadband,55.8,9.1
3738,23,Female,5.15,18.76,Facebook,High,9.1,Passive,Smartphone,Mixed,18,489,43,120,Positive,Africa,3,7872,400,Afternoon,WiFi,28.41,9.5
3739,41,Other,6.76,54.45,Twitter,Low,9.4,Passive,Tablet,Image,29,342,1,113,Negative,Asia,13,9978,1044,Evening,Mobile Data,78.93,6.6
3740,29,Female,4.68,56.6,Snapchat,High,9.3,Active,PC,Image,0,442,78,64,Neutral,Europe,2,1879,1833,Morning,WiFi,69.92,3.8
3741,36,Female,4.6,34.35,Facebook,Low,6.4,Active,PC,Image,29,39,49,76,Positive,North America,7,7562,729,Morning,WiFi,90.11,5.4
3742,52,Male,7.13,36.73,Instagram,Low,7.2,Active,Smartphone,Mixed,12,433,68,140,Neutral,Asia,9,8745,625,Morning,Broadband,19.03,7.8
3743,28,Male,6.24,22.32,TikTok,High,2.1,Passive,Tablet,Video,21,59,65,57,Negative,Europe,12,7536,1210,Morning,Broadband,53.7,9.7
3744,24,Female,4.27,19.7,TikTok,Low,1.6,Passive,Tablet,Video,2,292,79,104,Positive,Africa,7,8237,794,Night,Broadband,18.42,6.8
3745,17,Male,3.42,27.6,Twitter,Medium,5.8,Active,Tablet,Mixed,14,441,87,172,Positive,Africa,14,7867,424,Morning,Mobile Data,32.21,3.0
3746,57,Other,1.98,22.42,TikTok,Medium,5.1,Active,Tablet,Text,5,254,9,195,Negative,Asia,3,5422,702,Afternoon,Mobile Data,63.89,3.5
3747,20,Other,6.9,28.66,Facebook,Medium,5.3,Active,PC,Image,25,469,63,49,Neutral,North America,2,7567,1874,Morning,Mobile Data,91.34,8.1
